,venture,price,Emi,marketed,location,no_beds,possession_date,Avg
1383,NA,₹78.0 L,EMI starts at ₹38.72 K,NA,"Suman Housing Colony, West Marredpally,Hyderabad",NA,1250 sq.ft,Build Up Area1250 sq.ftAvg. Price₹6.24 K/sq.ft
1384,NA,₹1.2 Cr,EMI starts at ₹59.58 K,NA,"Sanjeev Nagar, Malkajgiri,Hyderabad",NA,2250 sq.ft,Build Up Area2250 sq.ftAvg. Price₹5.33 K/sq.ft
1385,NA,₹45.0 L,EMI starts at ₹23.83 K,NA,"Kollur, Hyderabad",NA,150 sq.yd,Plot Area150 sq.ydAvg. Price₹30.00 K/sq.yd
1386,NA,₹15.0 L,EMI starts at ₹7.94 K,NA,"Maheshwaram, Hyderabad",NA,100 sq.yd,Plot Area100 sq.ydAvg. Price₹15.00 K/sq.yd
1387,NA,₹90.0 L,EMI starts at ₹44.68 K,NA,"Nandigama, Hyderabad",NA,100 sq.yd,Plot Area100 sq.ydAvg. Price₹90.00 K/sq.yd
1388,NA,₹30.0 L,EMI starts at ₹15.89 K,NA,"Mansanpally, Hyderabad",NA,200 sq.yd,Plot Area200 sq.ydAvg. Price₹15.00 K/sq.yd
1389,NA,₹30.0 L,EMI starts at ₹15.89 K,NA,"Pati, Hyderabad",NA,200 sq.yd,Plot Area200 sq.ydAvg. Price₹15.00 K/sq.yd
1390,NA,₹56.0 L,EMI starts at ₹29.66 K,NA,"Radience Complex,Sachivalaya Colony, Vanasthalipuram,Hyderabad",NA,1100 sq.ft,Build Up Area1100 sq.ftAvg. Price₹5.09 K/sq.ft
1391,NA,₹41.15 L,EMI starts at ₹21.79 K,NA,"aishwarya icon ,Muthangi, Hyderabad",NA,1055 sq.ft,Build Up Area1055 sq.ftAvg. Price₹3.90 K/sq.ft
1392,NA,₹1.06 Cr,EMI starts at ₹52.42 K,NA,"Gachibowli, Hyderabad",NA,1790 sq.ft,Build Up Area1790 sq.ftAvg. Price₹5.90 K/sq.ft
1393,NA,₹60.75 L,EMI starts at ₹32.17 K,NA,"Narsingi, Hyderabad",NA,1350 sq.ft,Build Up Area1350 sq.ftAvg. Price₹4.50 K/sq.ft
1394,NA,₹62.1 L,EMI starts at ₹32.89 K,NA,"Narsingi, Hyderabad",NA,1380 sq.ft,Build Up Area1380 sq.ftAvg. Price₹4.50 K/sq.ft
1395,NA,₹81.0 L,EMI starts at ₹40.21 K,NA,"Narsingi, Hyderabad",NA,1800 sq.ft,Build Up Area1800 sq.ftAvg. Price₹4.50 K/sq.ft
1396,NA,₹47.51 L,EMI starts at ₹25.16 K,NA,"VPMC and SUKRA,Kollur, Hyderabad",NA,1440 sq.ft,Build Up Area1440 sq.ftAvg. Price₹3.30 K/sq.ft
1397,NA,₹1.04 Cr,EMI starts at ₹51.63 K,NA,"Sai pride,Adda Gutta, East Marredpally,Hyderabad",NA,1200 sq.ft,Build Up Area1200 sq.ftAvg. Price₹8.67 K/sq.ft
1398,NA,₹1.35 Cr,EMI starts at ₹67.02 K,NA,"Trimurthy society,Mahendra Hills, Hyderabad",NA,1850 sq.ft,Build Up Area1850 sq.ftAvg. Price₹7.30 K/sq.ft
1399,NA,₹1.4 Cr,EMI starts at ₹69.50 K,NA,"Kollur, Hyderabad",NA,3990 sq.ft,Build Up Area3990 sq.ftAvg. Price₹3.51 K/sq.ft
1400,NA,₹56.0 L,EMI starts at ₹29.66 K,NA,"VPMC and SAS ,Kollur, Hyderabad",NA,1750 sq.ft,Build Up Area1750 sq.ftAvg. Price₹3.20 K/sq.ft
1401,NA,₹1.44 Cr,EMI starts at ₹71.49 K,NA,"VPMC and SAS PROJECT ,Patelguda, Krishna Reddy Pet,Hyderabad",NA,3000 sq.ft,Build Up Area3000 sq.ftAvg. Price₹4.80 K/sq.ft
1402,NA,₹60.24 L,EMI starts at ₹31.90 K,NA,"Kalpavriksha,Industrial Development Area, Jeedimetla,Hyderabad",NA,1282 sq.ft,Build Up Area1282 sq.ftAvg. Price₹4.70 K/sq.ft
1403,NA,₹1.29 Cr,EMI starts at ₹64.04 K,NA,SVS Hill Top Homes,NA,2500 sq.ft,Build Up Area2500 sq.ftAvg. Price₹5.16 K/sq.ft
1404,NA,₹60.0 L,EMI starts at ₹31.77 K,NA,"Shankar Infra,Manikonda, Hyderabad",NA,1130 sq.ft,Build Up Area1130 sq.ftAvg. Price₹5.31 K/sq.ft
1405,NA,₹18.3 L,EMI starts at ₹9.69 K,NA,"Western spring fields,Nandikandi, Hyderabad",NA,183 sq.yd,Plot Area183 sq.ydAvg. Price₹10.00 K/sq.yd
1406,NA,₹4.24 L,EMI starts at ₹2.24 K,NA,Myneni Peacock Avenue,NA,121 sq.yd,Plot Area121 sq.ydAvg. Price₹3.50 K/sq.yd
1407,NA,₹29.5 L,EMI starts at ₹15.62 K,NA,"Shankarpally, Hyderabad",NA,183 sq.yd,Plot Area183 sq.ydAvg. Price₹16.12 K/sq.yd
1408,NA,₹18.3 L,EMI starts at ₹9.69 K,NA,"Western spring fields,Sangareddy, Hyderabad",NA,183 sq.yd,Plot Area183 sq.ydAvg. Price₹10.00 K/sq.yd
1409,NA,₹4.24 L,EMI starts at ₹2.24 K,NA,Myneni Peacock Avenue,NA,121 sq.yd,Plot Area121 sq.ydAvg. Price₹3.50 K/sq.yd
1410,NA,₹64.6 L,EMI starts at ₹34.21 K,NA,Ranjay Lake Point,NA,1175 sq.ft,Build Up Area1175 sq.ftAvg. Price₹5.50 K/sq.ft
1411,NA,₹7.86 L,EMI starts at ₹4.16 K,NA,"Greenfield,Mahbubnagar, Hyderabad",NA,10890 sq.ft,Plot Area10890 sq.ftAvg. Price₹72/sq.ft
1412,NA,₹10.0 L,EMI starts at ₹5.30 K,NA,"eagle infra open plots,Kothur, Hyderabad",NA,180 sq.yd,Plot Area180 sq.ydAvg. Price₹5.55 K/sq.yd
1413,NA,₹1.22 Cr,EMI starts at ₹60.57 K,NA,"srs udayagiri villas,Patancheru, Hyderabad",NA,1831 sq.ft,Build Up Area1831 sq.ftAvg. Price₹6.66 K/sq.ft
1414,NA,₹1.15 Cr,EMI starts at ₹57.09 K,NA,"srs udayagiri villas,Patancheru, Hyderabad",NA,1725 sq.ft,Build Up Area1725 sq.ftAvg. Price₹6.67 K/sq.ft
1415,NA,₹1.42 Cr,EMI starts at ₹70.25 K,NA,"kkrs sunshine,Kukatpally, Hyderabad",NA,2085 sq.ft,Build Up Area2085 sq.ftAvg. Price₹6.79 K/sq.ft
1416,NA,₹55.19 L,EMI starts at ₹29.22 K,NA,"vasusri pride,Gandi Maisamma, Hyderabad",NA,1380 sq.ft,Build Up Area1380 sq.ftAvg. Price₹4.00 K/sq.ft
1417,NA,₹82.0 L,EMI starts at ₹40.71 K,NA,Nayan Nayan Nature Serene,NA,1235 sq.ft,Build Up Area1235 sq.ftAvg. Price₹6.64 K/sq.ft
1418,NA,₹87.35 L,EMI starts at ₹43.36 K,NA,"Vinayaka Towers,Chandrapuri Colony, LB Nagar,Hyderabad",NA,1344 sq.ft,Build Up Area1344 sq.ftAvg. Price₹6.50 K/sq.ft
1419,NA,₹1.45 Cr,EMI starts at ₹71.99 K,NA,RNG Supra Avenue Block C,NA,2370 sq.ft,Build Up Area2370 sq.ftAvg. Price₹6.12 K/sq.ft
1420,NA,₹36.8 L,EMI starts at ₹19.49 K,NA,"Isnapur, Hyderabad",NA,160 sq.yd,Plot Area160 sq.ydAvg. Price₹23.00 K/sq.yd
1421,NA,₹7.0 L,EMI starts at ₹3.71 K,NA,"eagle infra,Shadnagar, Hyderabad",NA,120 sq.yd,Plot Area120 sq.ydAvg. Price₹5.83 K/sq.yd
1422,NA,₹12.0 L,EMI starts at ₹6.35 K,NA,"eagle infra farm plots,Thimmapur, Hyderabad",NA,200 sq.yd,Plot Area200 sq.ydAvg. Price₹6.00 K/sq.yd
1423,NA,₹1.11 Cr,EMI starts at ₹54.86 K,NA,Srinivasa Apartment,NA,1700 sq.ft,Build Up Area1700 sq.ftAvg. Price₹6.50 K/sq.ft
1424,NA,₹52.22 L,EMI starts at ₹27.65 K,NA,"vallabha residency,ALEAP Industrial Area, Gajularamaram,Hyderabad",NA,1015 sq.ft,Build Up Area1015 sq.ftAvg. Price₹5.14 K/sq.ft
1425,NA,₹1.15 Cr,EMI starts at ₹57.09 K,NA,"Isnapur ,New Town Colony, Isnapur,Hyderabad",NA,2500 sq.ft,Build Up Area2500 sq.ftAvg. Price₹4.60 K/sq.ft
1426,NA,₹1.02 Cr,EMI starts at ₹50.73 K,NA,"HUDA Techno Enclave, Hitech City,Hyderabad",NA,1525 sq.ft,Build Up Area1525 sq.ftAvg. Price₹6.70 K/sq.ft
1427,NA,₹7.0 L,EMI starts at ₹3.71 K,NA,"EAGLE INFRA FARM PLOTS,Sham Nagar Colony, Chinthal Basthi,Hyderabad",NA,120 sq.yd,Plot Area120 sq.ydAvg. Price₹5.83 K/sq.yd
1428,NA,₹10.0 L,EMI starts at ₹5.30 K,NA,"EAGLE INFRA PROJECTS,Thimmapur, Hyderabad",NA,180 sq.yd,Plot Area180 sq.ydAvg. Price₹5.55 K/sq.yd
1429,NA,₹84.85 L,EMI starts at ₹42.12 K,NA,KSR Rams Abode East,NA,1768 sq.ft,Build Up Area1768 sq.ftAvg. Price₹4.80 K/sq.ft
1430,NA,₹1.1 Cr,EMI starts at ₹54.61 K,NA,"Beeramguda, Ramachandra Puram,Hyderabad",NA,2300 sq.ft,Build Up Area2300 sq.ftAvg. Price₹4.78 K/sq.ft
1431,NA,₹97.0 L,EMI starts at ₹48.16 K,NA,"Vpmc pvt ltd,Miyapur, Hyderabad",NA,2200 sq.ft,Build Up Area2200 sq.ftAvg. Price₹4.41 K/sq.ft
1432,NA,₹51.75 L,EMI starts at ₹27.40 K,NA,"Kompally, Hyderabad",NA,1150 sq.ft,Build Up Area1150 sq.ftAvg. Price₹4.50 K/sq.ft
1433,NA,₹79.33 L,EMI starts at ₹39.39 K,NA,Sophists Myra Project,NA,1725 sq.ft,Build Up Area1725 sq.ftAvg. Price₹4.60 K/sq.ft
1434,NA,₹1.08 Cr,EMI starts at ₹53.62 K,NA,"Vpmc pvt ltd,Miyapur, Hyderabad",NA,1950 sq.ft,Build Up Area1950 sq.ftAvg. Price₹5.54 K/sq.ft
1435,NA,₹18.0 L,EMI starts at ₹9.53 K,NA,"eagle infra open plots,Shadnagar, Hyderabad",NA,300 sq.yd,Plot Area300 sq.ydAvg. Price₹6.00 K/sq.yd
1436,NA,₹88.0 L,EMI starts at ₹43.69 K,NA,"Vpmc pvt ltd,Bachupally, Hyderabad",NA,1950 sq.ft,Build Up Area1950 sq.ftAvg. Price₹4.51 K/sq.ft
1437,NA,₹88.0 L,EMI starts at ₹43.69 K,NA,"Vpmc pvt ltd,Industrial Development Area Bollaram, Mallampet,Hyderabad",NA,1950 sq.ft,Build Up Area1950 sq.ftAvg. Price₹4.51 K/sq.ft
1438,NA,₹1.3 Cr,EMI starts at ₹64.54 K,NA,"HUDA Techno Enclave, Hitech City,Hyderabad",NA,1857 sq.ft,Build Up Area1857 sq.ftAvg. Price₹7.00 K/sq.ft
1439,NA,₹36.74 L,EMI starts at ₹19.46 K,NA,"RK LIVING INFRA,Patancheru, Hyderabad",NA,150 sq.yd,Plot Area150 sq.ydAvg. Price₹24.49 K/sq.yd
1440,NA,₹90.0 L,EMI starts at ₹44.68 K,NA,"RK living farms,Mokila, Hyderabad",NA,999 sq.yd,Plot Area999 sq.ydAvg. Price₹9.01 K/sq.yd
1441,NA,₹46.2 L,EMI starts at ₹24.47 K,NA,"Isnapur, Hyderabad",NA,210 sq.yd,Plot Area210 sq.ydAvg. Price₹22.00 K/sq.yd
1442,NA,₹26.73 L,EMI starts at ₹14.16 K,NA,Bhuvanteza Happy Homes II,NA,1215 sq.ft,Build Up Area1215 sq.ftAvg. Price₹2.20 K/sq.ft
1443,NA,₹52.91 L,EMI starts at ₹28.02 K,NA,Bhuvanteza Happy Homes II,NA,2035 sq.ft,Build Up Area2035 sq.ftAvg. Price₹2.60 K/sq.ft
1444,NA,₹89.0 L,EMI starts at ₹44.19 K,NA,"Aditya developers,Patancheru, Hyderabad",NA,2230 sq.ft,Build Up Area2230 sq.ftAvg. Price₹3.99 K/sq.ft
1445,NA,₹73.25 L,EMI starts at ₹38.79 K,NA,Santhosh Nagar,NA,1285 sq.ft,Build Up Area1285 sq.ftAvg. Price₹5.70 K/sq.ft
1446,NA,₹20.0 L,EMI starts at ₹10.59 K,NA,"Jb infra group,Adibatla, Hyderabad",NA,200 sq.yd,Plot Area200 sq.ydAvg. Price₹10.00 K/sq.yd
1447,NA,₹1.02 Cr,EMI starts at ₹50.64 K,NA,"Mominpet, Hyderabad",NA,850 sq.ft,Build Up Area850 sq.ftAvg. Price₹12.00 K/sq.ft
1448,NA,₹60.0 L,EMI starts at ₹31.77 K,NA,"Mominpet, Hyderabad",NA,500 sq.yd,Plot Area500 sq.ydAvg. Price₹12.00 K/sq.yd
1449,NA,₹84.0 L,EMI starts at ₹41.70 K,NA,"Sadasivpet, Hyderabad",NA,750 sq.yd,Plot Area750 sq.ydAvg. Price₹11.20 K/sq.yd
1450,NA,₹1.0 Cr,EMI starts at ₹49.65 K,NA,"Financial District, Nanakaramguda,Hyderabad",NA,1000 sq.yd,Plot Area1000 sq.ydAvg. Price₹10.00 K/sq.yd
1451,NA,₹96.0 L,EMI starts at ₹47.66 K,NA,"Kokapet, Hyderabad",NA,800 sq.yd,Plot Area800 sq.ydAvg. Price₹12.00 K/sq.yd
1452,NA,₹60.0 L,EMI starts at ₹31.77 K,NA,"Chevella, Hyderabad",NA,500 sq.yd,Plot Area500 sq.ydAvg. Price₹12.00 K/sq.yd
1453,NA,₹90.0 L,EMI starts at ₹44.68 K,NA,"Chevella, Hyderabad",NA,750 sq.yd,Plot Area750 sq.ydAvg. Price₹12.00 K/sq.yd
1454,NA,₹1.0 Cr,EMI starts at ₹49.65 K,NA,"Narsingi, Hyderabad",NA,1350 sq.ft,Build Up Area1350 sq.ftAvg. Price₹7.41 K/sq.ft
1455,NA,₹1.1 Cr,EMI starts at ₹54.83 K,NA,"Aditya developers,Beeramguda, Ramachandra Puram,Hyderabad",NA,2008 sq.ft,Build Up Area2008 sq.ftAvg. Price₹5.50 K/sq.ft
1456,NA,₹1.1 Cr,EMI starts at ₹54.61 K,NA,"Mehdipatnam, Hyderabad",NA,1420 sq.ft,Build Up Area1420 sq.ftAvg. Price₹7.75 K/sq.ft
1457,NA,₹1.31 Cr,EMI starts at ₹65.12 K,NA,"lakadikapur,Red Hills, Lakdikapul,Hyderabad",NA,1749 sq.ft,Build Up Area1749 sq.ftAvg. Price₹7.50 K/sq.ft
1458,NA,₹1.34 Cr,EMI starts at ₹66.58 K,NA,"lakadikapur,Red Hills, Lakdikapul,Hyderabad",NA,1788 sq.ft,Build Up Area1788 sq.ftAvg. Price₹7.50 K/sq.ft
1459,NA,₹1.42 Cr,EMI starts at ₹70.56 K,NA,"lakadikapur,Redhills, Lakdikapul,Hyderabad",NA,1895 sq.ft,Build Up Area1895 sq.ftAvg. Price₹7.50 K/sq.ft
1460,NA,₹1.25 Cr,EMI starts at ₹61.81 K,NA,"lakadikapur,Redhills, Lakdikapul,Hyderabad",NA,1660 sq.ft,Build Up Area1660 sq.ftAvg. Price₹7.50 K/sq.ft
1461,NA,₹1.33 Cr,EMI starts at ₹66.24 K,NA,"lakadikapur,Red Hills, Lakdikapul,Hyderabad",NA,1779 sq.ft,Build Up Area1779 sq.ftAvg. Price₹7.50 K/sq.ft
1462,NA,₹30.0 L,EMI starts at ₹15.89 K,NA,"Adibatla, Hyderabad",NA,300 sq.yd,Plot Area300 sq.ydAvg. Price₹10.00 K/sq.yd
1463,NA,₹81.25 L,EMI starts at ₹40.34 K,NA,Nayans Nature Springs,NA,1250 sq.ft,Build Up Area1250 sq.ftAvg. Price₹6.50 K/sq.ft
1464,NA,₹84.0 L,EMI starts at ₹41.70 K,NA,Nayans Nature Springs,NA,1500 sq.ft,Build Up Area1500 sq.ftAvg. Price₹5.60 K/sq.ft
1465,NA,₹96.0 L,EMI starts at ₹47.66 K,NA,Bhavya Tulasi Vanam,NA,1450 sq.ft,Build Up Area1450 sq.ftAvg. Price₹6.62 K/sq.ft
1466,NA,₹16.7 L,EMI starts at ₹8.84 K,NA,"Adibatla, Hyderabad",NA,167 sq.yd,Plot Area167 sq.ydAvg. Price₹10.00 K/sq.yd
1467,NA,₹40.0 L,EMI starts at ₹21.18 K,NA,"Adibatla, Hyderabad",NA,200 sq.yd,Plot Area200 sq.ydAvg. Price₹20.00 K/sq.yd
1468,NA,₹7.0 L,EMI starts at ₹3.71 K,NA,"eagle infra projects,Shadnagar, Hyderabad",NA,120 sq.yd,Plot Area120 sq.ydAvg. Price₹5.83 K/sq.yd
1469,NA,₹88.0 L,EMI starts at ₹43.69 K,NA,SVS Ample Homes,NA,1500 sq.ft,Build Up Area1500 sq.ftAvg. Price₹5.87 K/sq.ft
1470,NA,₹68.75 L,EMI starts at ₹36.41 K,NA,SVS Ample Homes,NA,1150 sq.ft,Build Up Area1150 sq.ftAvg. Price₹5.98 K/sq.ft
1471,NA,₹10.0 L,EMI starts at ₹5.30 K,NA,"eagle infra farm plots,Thimmapur, Hyderabad",NA,180 sq.yd,Plot Area180 sq.ydAvg. Price₹5.55 K/sq.yd
1472,NA,₹12.0 L,EMI starts at ₹6.35 K,NA,"eagle infra farm plots,Shadnagar, Hyderabad",NA,200 sq.yd,Plot Area200 sq.ydAvg. Price₹6.00 K/sq.yd
1473,NA,₹74.25 L,EMI starts at ₹39.32 K,NA,SVS Ample Homes,NA,1250 sq.ft,Build Up Area1250 sq.ftAvg. Price₹5.94 K/sq.ft
1474,NA,₹1.32 Cr,EMI starts at ₹65.65 K,NA,AR Green Valley,NA,1815 sq.ft,Build Up Area1815 sq.ftAvg. Price₹7.29 K/sq.ft
1475,NA,₹89.49 L,EMI starts at ₹44.43 K,NA,AR Green Valley,NA,1210 sq.ft,Build Up Area1210 sq.ftAvg. Price₹7.39 K/sq.ft
1476,NA,₹12.0 L,EMI starts at ₹6.35 K,NA,"eagle infra open plots,Shadnagar, Hyderabad",NA,200 sq.yd,Plot Area200 sq.ydAvg. Price₹6.00 K/sq.yd
1477,NA,₹1.8 Cr,EMI starts at ₹89.36 K,NA,"srs udayagiri villas,Patancheru, Hyderabad",NA,2529 sq.ft,Build Up Area2529 sq.ftAvg. Price₹7.12 K/sq.ft
1478,NA,₹18.0 L,EMI starts at ₹9.53 K,NA,"eagle infra farm plots,Shadnagar, Hyderabad",NA,300 sq.yd,Plot Area300 sq.ydAvg. Price₹6.00 K/sq.yd
1479,NA,₹36.0 L,EMI starts at ₹19.06 K,NA,"eagle infra projects,Shadnagar, Hyderabad",NA,600 sq.yd,Plot Area600 sq.ydAvg. Price₹6.00 K/sq.yd
1480,NA,₹7.0 L,EMI starts at ₹3.71 K,NA,"eagle infra,Thimmapur, Hyderabad",NA,120 sq.yd,Plot Area120 sq.ydAvg. Price₹5.83 K/sq.yd
1481,NA,₹85.8 L,EMI starts at ₹42.60 K,NA,"Mehdipatnam, Hyderabad",NA,1430 sq.ft,Build Up Area1430 sq.ftAvg. Price₹6.00 K/sq.ft
1482,NA,₹66.78 L,EMI starts at ₹35.36 K,NA,"Mehdipatnam, Hyderabad",NA,1113 sq.ft,Build Up Area1113 sq.ftAvg. Price₹6.00 K/sq.ft
1483,NA,₹67.77 L,EMI starts at ₹35.89 K,NA,Bhumija Aryan Excelencia,NA,1255 sq.ft,Build Up Area1255 sq.ftAvg. Price₹5.40 K/sq.ft
1484,NA,₹55.43 L,EMI starts at ₹29.35 K,NA,Srigdha Rising East,NA,1206 sq.ft,Build Up Area1206 sq.ftAvg. Price₹4.60 K/sq.ft
1485,NA,₹1.0 Cr,EMI starts at ₹49.65 K,NA,"Aditya developers,Patancheru, Hyderabad",NA,2230 sq.ft,Build Up Area2230 sq.ftAvg. Price₹4.48 K/sq.ft
1486,NA,₹1.05 Cr,EMI starts at ₹52.13 K,NA,"Aditya developers,Patancheru, Hyderabad",NA,2008 sq.ft,Build Up Area2008 sq.ftAvg. Price₹5.23 K/sq.ft
1487,NA,₹99.0 L,EMI starts at ₹49.15 K,NA,"Aditya developers,Patancheru, Hyderabad",NA,2008 sq.ft,Build Up Area2008 sq.ftAvg. Price₹4.93 K/sq.ft
1488,NA,₹1.0 Cr,EMI starts at ₹49.80 K,NA,"Santosh nagar ,New Santoshnagar, Santosh Nagar,Hyderabad",NA,1760 sq.ft,Build Up Area1760 sq.ftAvg. Price₹5.70 K/sq.ft
1489,NA,₹16.5 L,EMI starts at ₹8.74 K,NA,"Bhuvanagiri, Hyderabad",NA,150 sq.yd,Plot Area150 sq.ydAvg. Price₹11.00 K/sq.yd
1490,NA,₹26.0 L,EMI starts at ₹13.77 K,NA,"Jb infra group,Adibatla, Hyderabad",NA,200 sq.yd,Plot Area200 sq.ydAvg. Price₹13.00 K/sq.yd
1491,NA,₹72.0 L,EMI starts at ₹38.13 K,NA,"Shankarpally, Hyderabad",NA,600 sq.yd,Plot Area600 sq.ydAvg. Price₹12.00 K/sq.yd
1492,NA,₹13.0 L,EMI starts at ₹6.88 K,NA,"Adibatla, Hyderabad",NA,100 sq.yd,Plot Area100 sq.ydAvg. Price₹13.00 K/sq.yd
1493,NA,₹1.2 Cr,EMI starts at ₹59.58 K,NA,"Bahadurpally, Hyderabad",NA,2000 sq.ft,Build Up Area2000 sq.ftAvg. Price₹6.00 K/sq.ft
1494,NA,₹90.0 L,EMI starts at ₹44.68 K,NA,"Kollur, Hyderabad",NA,750 sq.yd,Plot Area750 sq.ydAvg. Price₹12.00 K/sq.yd
1495,NA,₹96.0 L,EMI starts at ₹47.66 K,NA,"Financial District, Nanakaramguda,Hyderabad",NA,800 sq.yd,Plot Area800 sq.ydAvg. Price₹12.00 K/sq.yd
1496,NA,₹60.0 L,EMI starts at ₹31.77 K,NA,"Kokapet, Hyderabad",NA,500 sq.yd,Plot Area500 sq.ydAvg. Price₹12.00 K/sq.yd
1497,NA,₹19.5 L,EMI starts at ₹10.33 K,NA,"JB Resorts, Adibatla, Hyderabad",NA,150 sq.yd,Plot Area150 sq.ydAvg. Price₹13.00 K/sq.yd
1498,NA,₹1.42 Cr,EMI starts at ₹70.50 K,NA,Triton Environ,NA,2200 sq.ft,Build Up Area2200 sq.ftAvg. Price₹6.45 K/sq.ft
1499,NA,₹50.48 L,EMI starts at ₹26.73 K,NA,"Happening heights,Gandi Maisamma, Hyderabad",NA,1175 sq.ft,Build Up Area1175 sq.ftAvg. Price₹4.30 K/sq.ft
1500,NA,₹96.0 L,EMI starts at ₹47.66 K,NA,"Gachibowli, Hyderabad",NA,800 sq.yd,Plot Area800 sq.ydAvg. Price₹12.00 K/sq.yd
1501,NA,₹60.0 L,EMI starts at ₹31.77 K,NA,"Gachibowli, Hyderabad",NA,500 sq.yd,Plot Area500 sq.ydAvg. Price₹12.00 K/sq.yd
1502,NA,₹60.0 L,EMI starts at ₹31.77 K,NA,"Financial District, Nanakaramguda,Hyderabad",NA,500 sq.yd,Plot Area500 sq.ydAvg. Price₹12.00 K/sq.yd
1503,NA,₹60.0 L,EMI starts at ₹31.77 K,NA,"Narsingi, Hyderabad",NA,500 sq.yd,Plot Area500 sq.ydAvg. Price₹12.00 K/sq.yd
1504,NA,₹1.13 Cr,EMI starts at ₹56.22 K,NA,"lakadikapur,Redhills, Lakdikapul,Hyderabad",NA,1510 sq.ft,Build Up Area1510 sq.ftAvg. Price₹7.50 K/sq.ft
1505,NA,₹90.68 L,EMI starts at ₹45.02 K,NA,"lakadikapur,Red Hills, Lakdikapul,Hyderabad",NA,1209 sq.ft,Build Up Area1209 sq.ftAvg. Price₹7.50 K/sq.ft
1506,NA,₹93.6 L,EMI starts at ₹46.47 K,NA,"LAKADIKAPUR,Redhills, Lakdikapul,Hyderabad",NA,1248 sq.ft,Build Up Area1248 sq.ftAvg. Price₹7.50 K/sq.ft
1507,NA,₹78.5 L,EMI starts at ₹38.97 K,NA,Bhavya Tulasi Vanam,NA,1135 sq.ft,Build Up Area1135 sq.ftAvg. Price₹6.92 K/sq.ft
1508,NA,₹21.71 L,EMI starts at ₹11.50 K,NA,"Adibatla, Hyderabad",NA,167 sq.yd,Plot Area167 sq.ydAvg. Price₹13.00 K/sq.yd
1509,NA,₹91.57 L,EMI starts at ₹45.46 K,NA,"NAYANS NATURE VILLE,Suchitra, Hyderabad",NA,1605 sq.ft,Build Up Area1605 sq.ftAvg. Price₹5.70 K/sq.ft
1510,NA,₹1.14 Cr,EMI starts at ₹56.75 K,NA,AR Green Valley,NA,1555 sq.ft,Build Up Area1555 sq.ftAvg. Price₹7.35 K/sq.ft
1511,NA,₹71.78 L,EMI starts at ₹38.01 K,NA,"NAYANS NATURE VILLE,Suchitra, Hyderabad",NA,1260 sq.ft,Build Up Area1260 sq.ftAvg. Price₹5.70 K/sq.ft
1512,NA,₹50.0 L,EMI starts at ₹26.48 K,NA,Lake View Residency,NA,1500 sq.ft,Build Up Area1500 sq.ftAvg. Price₹3.33 K/sq.ft
1513,NA,₹47.0 L,EMI starts at ₹24.89 K,NA,"Brundavanam,Patancheru, Hyderabad",NA,1160 sq.ft,Build Up Area1160 sq.ftAvg. Price₹4.05 K/sq.ft
1514,NA,₹43.5 L,EMI starts at ₹23.04 K,NA,"Brundavanam,Patancheru, Hyderabad",NA,1084 sq.ft,Build Up Area1084 sq.ftAvg. Price₹4.01 K/sq.ft
1515,NA,₹20.0 L,EMI starts at ₹10.59 K,NA,"Krishna Reddy Pet, Hyderabad",NA,500 sq.yd,Plot Area500 sq.ydAvg. Price₹4.00 K/sq.yd
1516,NA,₹7.0 L,EMI starts at ₹3.71 K,NA,"eagle infra ,Shadnagar, Hyderabad",NA,120 sq.yd,Plot Area120 sq.ydAvg. Price₹5.83 K/sq.yd
1517,NA,₹9.0 L,EMI starts at ₹4.77 K,NA,"eagle infra,Thimmapur, Hyderabad",NA,150 sq.yd,Plot Area150 sq.ydAvg. Price₹6.00 K/sq.yd
1518,NA,₹78.0 L,EMI starts at ₹38.72 K,NA,Nayan Nayan Nature Serene,NA,1195 sq.ft,Build Up Area1195 sq.ftAvg. Price₹6.53 K/sq.ft
1519,NA,₹46.0 L,EMI starts at ₹24.36 K,NA,"Prime avenue,Velimela, Hyderabad",NA,150 sq.yd,Plot Area150 sq.ydAvg. Price₹30.67 K/sq.yd
1520,NA,₹32.04 L,EMI starts at ₹16.97 K,NA,Fortune Elite 1 LP by Fortune Infra Developers,NA,2403 sq.ft,Plot Area2403 sq.ftAvg. Price₹1.33 K/sq.ft
1521,NA,₹9.0 L,EMI starts at ₹4.77 K,NA,Fortune Butterfly City,NA,1800 sq.ft,Plot Area1800 sq.ftAvg. Price₹500/sq.ft
1522,NA,₹20.88 L,EMI starts at ₹11.05 K,NA,Sri Jagatswapna Sparkle Adobe,NA,167 sq.yd,Plot Area167 sq.ydAvg. Price₹12.50 K/sq.yd
1523,NA,₹35.9 L,EMI starts at ₹19.01 K,NA,"GREEN HOME,Kundanpally, Hyderabad",NA,1800 sq.ft,Plot Area1800 sq.ftAvg. Price₹1.99 K/sq.ft
1524,NA,₹1.0 Cr,EMI starts at ₹49.84 K,NA,"Aditya developers,Patancheru, Hyderabad",NA,2008 sq.ft,Build Up Area2008 sq.ftAvg. Price₹5.00 K/sq.ft
1525,NA,₹90.0 L,EMI starts at ₹44.68 K,NA,"Aditya developers,Patancheru, Hyderabad",NA,2008 sq.ft,Build Up Area2008 sq.ftAvg. Price₹4.48 K/sq.ft
